# model: rank = (M/Mpow)^alpha * Exp(Exp(-(M-m0)/Mexp) - M/m1)
# zmin zmax Mexp Mpow alpha m0 m1
0.00    0.10    9.74e14	3.07e4	0.222	-3.26e16	5.78e13
0.10    0.30    9.74e14	3.07e4	0.222	-3.26e16	5.78e13
0.30    0.40    9.74e14	3.07e4	0.222	-3.26e16	5.78e13
0.40    0.60    9.74e14	3.07e4	0.222	-3.26e16	5.78e13
0.60    0.70    9.74e14	3.07e4	0.222	-3.26e16	5.78e13
0.70    0.90    9.74e14	3.07e4	0.222	-3.26e16	5.78e13
0.90    1.10    9.74e14	3.07e4	0.222	-3.26e16	5.78e13
1.10    1.30    9.74e14	3.07e4	0.222	-3.26e16	5.78e13
1.30    1.50    9.74e14	3.07e4	0.222	-3.26e16	5.78e13
